lib_mrq;lib_mod_doss;lib_mod;dscom;cnit;tvv;typ_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;date_maj;Carrosserie;gamme
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI CONFORTLINE 2.0 CR TDI (110ch) 4MOTION;M10VWGVP2300158;2KAFCFHFX11L0J2AM6AM62Q032N1SK7MQ;GO;non;7;81;M 6;7,9;5,8;6,6;174;0,361;;0,127;0,194;0;1720;1720;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY CONFORTLINE 2.0 CR TDI (110ch) 4MOTION;M10VWGVP2301026;2KACCFHFX11N0J2AM6AM62Q032N1SK7MQ;GO;non;7;81;M 6;7,8;5,7;6,5;171;0,361;;0,127;0,194;0;1641;1641;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY TRENDLINE 2.0 CR TDI (110ch) 4MOTION;M10VWGVP2303028;2KACCFHFX11N0J2AM6AM62Q032N1ST7MQ;GO;non;7;81;M 6;7,8;5,7;6,5;171;0,361;;0,127;0,194;0;1616;1616;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI TRENDLINE 1.2 TSI (105ch);M10VWGVP230B097;2KAFCBZBX01L0J2FM5FM5AH016N1ST7MQ;ES;non;6;77;M 5;8,1;6;6,8;158;0,357;0,03;0,025;;0,002;1514;1514;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI CONFORTLINE 1.6 CR TDI (102ch) DSG;M10VWGVP230D038;2KAFCAYDX01L0J2FD7FD7AM006N1SK7MQ;GO;non;6;75;A 7;6,6;5,3;5,8;152;0,091;;0,138;0,161;0;1636;1636;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI TRENDLINE 1.6 CR TDI (102ch) DSG;M10VWGVP230F040;2KAFCAYDX01L0J2FD7FD7AM006N1ST7MQ;GO;non;6;75;A 7;6,6;5,3;5,8;152;0,091;;0,138;0,161;0;1609;1609;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI CONFORTLINE 1.6 CR TDI (102ch);M10VWGVP230J044;2KAFCAYDX01L0J2FM5FM5A4056N1SK7MQ;GO;non;6;75;M 5;6,7;5,3;5,8;152;0,238;;0,107;0,152;0;1618;1618;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI TRENDLINE 1.6 CR TDI (102ch);M10VWGVP230L046;2KAFCAYDX01L0J2FM5FM5A4056N1ST7MQ;GO;non;6;75;M 5;6,7;5,3;5,8;152;0,238;;0,107;0,152;0;1591;1591;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY CONFORTLINE 2.0 CR TDI (140ch) DSG 4MOTION;M10VWGVP230P014;2KACCFHCX11N0J2AD6AD62E083N1SK7MQ;GO;non;8;103;A 6;8,3;5,9;6,7;177;0,156;;0,165;0,185;0;1662;1662;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI CONFORTLINE 20. CR TDI (140ch) DSG 4MOTION;M10VWGVP230P146;2KAFCFHCX11L0J2AD6AD62E083N1SK7MQ;GO;non;8;103;A 6;8,3;5,9;6,7;177;0,156;;0,165;0,185;0;1733;1733;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY TRENDLINE 2.0 CR TDI (140ch) DSG 4MOTION;M10VWGVP230R016;2KACCFHCX11N0J2AD6AD62E083N1ST7MQ;GO;non;8;103;A 6;8,2;5,8;6,6;174;0,156;;0,165;0,185;0;1641;1641;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI TRENDLINE 2.0 CR TDI (140ch) DSG 4MOTION;M10VWGVP230R148;2KAFCFHCX11L0J2AD6AD62E083N1ST7MQ;GO;non;8;103;A 6;8,3;5,9;6,7;177;0,156;;0,165;0,185;0;1710;1710;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI TRENDLINE 2.0 CR TDI (140ch) DSG;M10VWGVP230T115;2KAFCFHCX01L0J2FD6FD62E018N1ST7MQ;GO;non;8;103;A 6;7,6;5,5;6,3;166;0,136;;0,142;0,159;0;1630;1630;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI CONFORTLINE 2.0 CR TDI (140ch);M10VWGVP230X119;2KAFCFHCX01L0J2FM6FM62Q034N1SK7MQ;GO;non;8;103;M 6;7,5;5,4;6,1;161;0,183;;0,13;0,175;0,002;1631;1631;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI CONFORTLINE 1.2 TSII (105ch);M10VWGVP230Y095;2KAFCBZBX01L0J2FM5FM5AH016N1SK7MQ;ES;non;6;77;M 5;8,1;6;6,8;158;0,357;0,03;0,025;;0,002;1541;1541;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY STARTLINE 2.0 CR TDI (110ch) 4MOTION;M10VWGVP230Z024;2KACCFHFX11N0J2AM6AM62Q032N1SB7MQ;GO;non;7;81;M 6;7,8;5,7;6,5;171;0,361;;0,127;0,194;0;1576;1576;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;CADDY;CADDY;CADDY MAXI TRENDLINE 2.0 CR TDI (140ch);M10VWGVP230Z121;2KAFCFHCX01L0J2FM6FM62Q034N1ST7MQ;GO;non;8;103;M 6;7,5;5,4;6,1;161;0,183;;0,13;0,175;0,002;1608;1608;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;GOLF;GOLF;GOLF CAB 1.4 TSI (122ch) DSG7;M10VWGVP2342677;1KAECAXAX0FD7FD7AM006N7MGN1;ES;non;7;90;A 7;8;5,4;6,3;147;0,49;0,052;0,023;;0,001;1479;1479;715/2007*566/2011EURO5;;CABRIOLET;MOY-INFER
VOLKSWAGEN;GOLF;GOLF;GOLF CAB 1.4 TSI (122ch) BVM6;M10VWGVP234H681;1KAECAXAX0FM6FM6AJ009N7MGN1;ES;non;7;90;M 6;8,4;5,3;6,4;149;0,211;0,032;0,019;;0,001;1456;1456;715/2007*566/2011EURO5;;CABRIOLET;MOY-INFER
VOLKSWAGEN;TIGUAN;TIGUAN;NOUVEAU TIGUAN 2.0 TDI (140ch) DSG7 FAP 4MOTION BLUEMOTION;M10VWGVP234H972;5NACCFFBX1AD7AD7BH003GNSTVR27MGM;GO;non;8;103;A 7;6,9;5,5;6;158;0,141;;0,12;0,135;0,001;1664;1664;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
VOLKSWAGEN;TIGUAN;TIGUAN;NOUVEAU TIGUAN 2.0 TDI (140ch) DSG7 FAP 4MOTION BLUEMOTION;M10VWGVP234H972;5NACCFFBX1AD7AD7BH003GNSTVR27MGM;GO;non;8;103;A 7;6,9;5,5;6;158;0,141;;0,12;0,135;0,001;1664;1664;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
VOLKSWAGEN;GOLF;GOLF;GOLF CAB 2.0 TDI (140ch) DSG6 BLUEMOTION;M10VWGVP234N687;1KAECFHCX0FD6FD62E018E7MQN1;GO;non;8;103;A 6;6,1;4,5;5,1;134;0,164;;0,093;0,113;0;1545;1545;715/2007*566/2011EURO5;;CABRIOLET;MOY-INFER
VOLKSWAGEN;TIGUAN;TIGUAN;NOUVEAU TIGUAN 2.0 TSI (210ch) DSG7 4MOTION;M10VWGVP234N784;5NACCCZBX1AD7AD7BH002GNSTVR07MGM;ES;non;13;155;A 7;11,8;6,7;8,6;199;0,205;0,054;0,044;;0,003;1689;1689;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
VOLKSWAGEN;TIGUAN;TIGUAN;NOUVEAU TIGUAN 2.0 TSI (210ch) DSG7 4MOTION;M10VWGVP234N784;5NACCCZBX1AD7AD7BH002GNSTVR07MGM;ES;non;13;155;A 7;11,8;6,7;8,6;199;0,205;0,054;0,044;;0,003;1689;1689;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
VOLKSWAGEN;GOLF;GOLF;GOLF CAB 2.0 TDI (140ch) BVM6 BLUEMOTION;M10VWGVP234P689;1KAECFHCX0FM6FM62Q025E7MQN1;GO;non;7;103;M 6;5,4;4,1;4,5;119;0,265;;0,109;0,138;0;1521;1521;715/2007*566/2011EURO5;;CABRIOLET;MOY-INFER
VOLKSWAGEN;GOLF;GOLF;GOLF 1.4 TSI (122ch) DSG7;M10VWGVP234S667;1KACCAXAX0FD7FD7AM006N7MGN1;ES;non;7;90;A 7;7,7;5;6;138;0,181;0,03;0,028;;0,002;1316;1316;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
VOLKSWAGEN;GOLF;GOLF;GOLF 1.4 TSI (122ch) DSG7;M10VWGVP234S667;1KACCAXAX0FD7FD7AM006N7MGN1;ES;non;7;90;A 7;7,7;5;6;138;0,181;0,03;0,028;;0,002;1316;1316;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
VOLKSWAGEN;GOLF;GOLF;GOLF 1.4 TSI (122ch) BVM6;M10VWGVP234U669;1KACCAXAX0FM6FM62S021N7MGN1;ES;non;7;90;M 6;8,2;5,1;6,2;144;0,286;0,028;0,045;;0,001;1290;1290;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
VOLKSWAGEN;GOLF;GOLF;GOLF 1.4 TSI (122ch) BVM6;M10VWGVP234U669;1KACCAXAX0FM6FM62S021N7MGN1;ES;non;7;90;M 6;8,2;5,1;6,2;144;0,286;0,028;0,045;;0,001;1290;1290;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT 1.6 TDI (105ch) CR FAP BMT DSG6;M10VWGVP234V695;3CAACAYCX0FD7FD7AM014STP07MQSNVR2O;GO;non;6;77;A 7;5,5;4,1;4,6;120;0,182;;0,152;0,188;0;1530;1530;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
VOLKSWAGEN;TIGUAN;TIGUAN;NOUVEAU TIGUAN 2.0 TDI (140ch) BVM6 FAP 4MOTION BLUEMOTION;M10VWGVP235K004;5NACCFFBX1AM6AM6A6010GNSTVR27MGM;GO;non;8;103;M 6;6,9;5,1;5,8;150;0,307;;0,108;0,157;0;1654;1654;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 2.0 TSI (210ch) DSG6;M10VWGVP2472470;3CCAACCZBX0FD6FD62E015ST7MQVR45O;ES;non;13;155;A 6;11;6;7,8;182;0,332;0,075;0,029;;0,003;1543;1543;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 2.0 TDI (140ch) BVM6 FAP BMT;M10VWGVP2474594;3CCAACFFBX0FM6FM62Q025ST7MQVR25O;GO;non;7;103;M 6;5,7;4,3;4,7;125;0,197;;0,094;0,125;0;1557;1557;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 2.0 TDI (170ch) DSG6 FAP BMT;M10VWGVP2474630;3CCAACFGBX0FD6FD62E018ST7MQVR25O;GO;non;9;125;A 6;6,6;4,9;5,5;144;0,102;;0,152;0,17;0;1588;1588;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 2.0 TDI (140ch) DSG6 FAP BMT;M10VWGVP2475570;3CCAACFFBX0FD6FD62E018ST7MQVR25O;GO;non;8;103;A 6;6,4;4,7;5,3;139;0,128;;0,122;0,138;0,001;1571;1571;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 1.8 TSI (160ch) DSG7;M10VWGVP2479502;3CCAACDAAX0FD7FD7AM006ST7MQVR45O;ES;non;9;118;A 7;9,6;5,6;7,2;167;0,212;0,05;0,033;;0,002;1529;1529;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 2.0 TDI (170ch) BVM6 FAP BMT;M10VWGVP247K646;3CCAACFGBX0FM6FM62Q031ST7MQVR25O;GO;non;9;125;M 6;5,8;4,4;4,9;129;0,273;;0,143;0,181;0;1564;1564;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 2.0 TSI (210ch) BVM6;M10VWGVP247T486;3CCAACCZBX0FM6FM62Q030ST7MQVR45O;ES;non;13;155;M 6;10,1;5,6;7,3;171;0,293;0,056;0,024;;0,002;1521;1521;715/2007*692/2008EURO5;;COUPE;MOY-SUPER
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT 3.6 FSI (300ch) DSG6 4MOTION;M10VWGVP2852468;3CAABWSX1AD6AD62E079STP07MGSNVR4O;ES;non;20;220;A 6;12,4;7,4;9,3;215;0,466;0,06;0,021;;0,002;1722;1722;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT Alltrack 2.0 TDI (140ch) BVM6 BMT;M10VWGVP2853566;3CACCFFBX0FM6FM6BB002STP37MQCNVR2O;GO;non;8;103;M 6;6,5;4,4;5,2;135;0,193;;0,117;0,142;0;1609;1609;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT SW 2.0 TDI (140ch) CR FAP BMT BVM6 4MOTION;M10VWGVP2854567;3CACCFFBX1AM6AM62Q031STP07MGSNVR2O;GO;non;8;103;M 6;6,6;4,6;5,3;139;0,258;;0,113;0,137;0;1656;1656;715/2007*566/2011EURO5;;BREAK;MOY-SUPER
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT Alltrack 2.0 TSI (210ch) DSG6 4MOTION;M10VWGVP2859536;3CACCCZBX1AD6AD62E086STP37MQCNVR4O;ES;non;13;155;A 6;11,5;6,8;8,6;199;0,191;0,043;0,037;;0,002;1707;1707;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT Alltrack 2.0 TDI (140ch) BVM6 BMT 4MOTION;M10VWGVP285A573;3CACCFFBX1AM6AM62Q039STP37MQCNVR2O;GO;non;8;103;M 6;7;5;5,7;150;0,271;;0,109;0,145;0;1706;1706;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
VOLKSWAGEN;UP!;UP!;NOUVELLE up! 1.0 MPI (60ch) BMT;M10VWGVP285J740;AAABCHYAFM5FM5CF0037MGVR2N1FA1VW;ES;non;3;44;M 5;5;3,6;4,1;96;0,336;0,033;0,009;;;940;940;715/2007*566/2011EURO5;;BERLINE;INFERIEURE
VOLKSWAGEN;UP!;UP!;NOUVELLE up! 1.0 MPI (75ch) BMT;M10VWGVP285K741;AAABCHYBFM5FM5CF0047MGVR2N1FA1VW;ES;non;4;55;M 5;5,1;3,7;4,2;98;0,269;0,035;0,012;;;940;940;715/2007*566/2011EURO5;;BERLINE;INFERIEURE
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT Alltrack 1.8 TSI (160ch) BVM6;M10VWGVP285M549;3CACCDAAX0FM6FM6BB003STP37MQCNVR4O;ES;non;10;118;M 6;10,5;6,1;7,7;180;0,381;0,054;0,029;;0,001;1590;1590;715/2007*566/2011EURO5;;BREAK;MOY-SUPER
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT 2.0 TDI (170ch) CR FAP BMT DSG6 4MOTION;M10VWGVP285N514;3CAACFGBX1AD6AD62E083STP07MGSNVR2O;GO;non;9;125;A 6;6,7;5;5,6;147;0,102;;0,152;0,17;0;1646;1646;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT SW 3.6 FSI (300ch) DSG6 4MOTION;M10VWGVP285T520;3CACBWSX1AD6AD62E079STP07MGSNVR4O;ES;non;20;220;A 6;12,4;7,4;9,3;215;0,466;0,06;0,021;;0,002;1773;1773;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
VOLKSWAGEN;BEETLE;COCCINELLE;NOUVELLE COCCINELLE 2.0 TSI (200ch) DSG6;M10VWGVP285Y464;16ABCCZAX0FD6FD62E016N7MGN1VR0;ES;non;12;147;A 6;10,3;6,1;7,7;179;0,268;0,049;0,014;;0,002;1439;1439;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
VOLKSWAGEN;TOURAN;TOURAN;NOUVEAU TOURAN 1.6 TDI (105ch) FAP BMT BVM6 Business 119gr;M10VWGVP291R440;1TCAYCACFM6FM62S0267MGS5N1VR2LO;GO;non;5;77;M 6;5,5;4;4,6;119;0,169;;0,137;0,181;0;1539;1539;715/2007*566/2011EURO5;;MONOSPACE COMPACT;MOY-INFER
VOLKSWAGEN;BEETLE;COCCINELLE;NOUVELLE COCCINELLE 2.0 TDI (140ch) DSG6;M10VWGVP292U988;16ABCFFBX0FD6FD62E018N7MQN1VR0;GO;non;8;103;A 6;6,9;4,6;5,4;140;0,096;0,013;0,118;0,132;0;1417;1417;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
VOLKSWAGEN;BEETLE;COCCINELLE;NOUVELLE COCCINELLE 2.0 TDI (140ch) BVM6;M10VWGVP292W990;16ABCFFBX0FM6FM62Q028N7MQN1VR0;GO;non;7;103;M 6;6,3;4,2;4,9;129;0,13;0,02;0,125;0,165;0;1395;1395;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT SW 2.0 TDI (170ch) CR FAP BMT DSG6 4MOTION;M10VWGVP292Y604;3CACCFGBX1AD6AD62E086STP37MQCNVR2O;GO;non;10;125;A 6;7;5,3;5,9;155;0,121;;0,136;0,148;0;1725;1725;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
VOLKSWAGEN;CADDY;CADDY;CADDY TRENDLINE EDITION 30 170 ch DSG;M10VWGVP293M009;2KACCFJAX01N0J1FD6FD62E018N1ST7MQ;GO;non;10;125;A 6;7,7;5,5;6,3;166;0,035;;0,17;0,18;0;1567;1567;715/2007*566/2011EURO5;;COMBISPACE;INFERIEURE
VOLKSWAGEN;GOLF;GOLF;GOLF 1.2 TSI (85ch) BVM5;M10VWGVP327E973;1KACCBZAX0FM5FM5AH018N7MGN1;ES;non;5;63;M 5;7;4,6;5,5;129;0,316;0,03;0,023;;0,002;1229;1229;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
VOLKSWAGEN;GOLF;GOLF;GOLF SW 1.2 TSI (85ch) BVM5;M10VWGVP3280060;1KMACCBZAX0FM5FM5AH018N7MGN1;ES;non;5;63;M 5;7,1;4,7;5,9;132;0,316;0,03;0,023;;0,002;1347;1347;715/2007*566/2011EURO5;;BREAK;MOY-INFER
VOLKSWAGEN;GOLF;GOLF;GOLF CAB 2.0 TSI (210ch) DSG6;M10VWGVP328E038;1KAECCZBX0FD6FD62E016N7MQN1;ES;non;13;155;A 6;10,4;6,2;7,7;180;0,357;0,069;0,037;;0,002;1555;1555;715/2007*566/2011EURO5;;CABRIOLET;MOY-INFER
VOLKSWAGEN;GOLF;GOLF;GOLF CAB 2.0 TSI (210ch) BVM5;M10VWGVP328G040;1KAECCZBX0FM6FM62Q011N7MQN1;ES;non;13;155;M 6;10,4;6;7,6;177;0,4;0,05;0,027;;0,001;1533;1533;715/2007*566/2011EURO5;;CABRIOLET;MOY-INFER
VOLKSWAGEN;GOLF PLUS;GOLF;GOLF PLUS 1.2 TSI (85ch) BVM5;M10VWGVP328X093;1KPACCBZAX0FM5FM5AH018N7MGN1;ES;non;5;63;M 5;7,2;4,9;5,8;136;0,316;0,03;0,023;;0,002;1355;1355;715/2007*566/2011EURO5;;BREAK;MOY-INFER
VOLKSWAGEN;PASSAT;PASSAT;NOUVELLE PASSAT 2.0 TDI (140ch) CR FAP BMT BVM6 4MOTION;M10VWGVP3295513;3CAACFFBX1AM6AM62Q031STP07MGSNVR2O;GO;non;8;103;M 6;6,4;4,6;5,3;137;0,258;;0,113;0,137;0;1637;1637;715/2007*566/2011EURO5;;BERLINE;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 3.6 V6 FSI (300ch) DSG6 4Motion;M10VWGVP329E134;3CCAABWSX1AD6AD62E079ST7MQVR45O;ES;non;20;220;A 6;12,7;7,1;9,2;213;0,466;0,06;0,021;;0,002;1712;1712;715/2007*566/2011EURO5;;COUPE;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 1.8 TSI (160ch) BVM6;M10VWGVP329H198;3CCAACDAAX0FM6FM62S025ST7MQVR45O;ES;non;9;118;M 6;9,8;5,5;7,1;164;0,348;0,052;0,035;;0,001;1513;1513;715/2007*566/2011EURO5;;COUPE;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 2.0 TDI (140ch) BVM6 4Motion;M10VWGVP329S342;3CCAACFGBX1AD6AD62E083ST7MQVR25O;GO;non;10;125;A 6;6,7;5;5,7;149;0,102;;0,152;0,17;0;1668;1668;715/2007*566/2011EURO5;;COUPE;MOY-SUPER
VOLKSWAGEN;CC;PASSAT CC;NOUVELLE CC 2.0 TDI (170ch) DSG6 4Motion;M10VWGVP329X250;3CCAACFFBX0FD6FD62E018ST7MQVR25O;GO;non;8;103;A 6;6,1;4,5;5,1;134;0,149;;0,122;0,138;0,001;1571;1571;715/2007*566/2011EURO5;;COUPE;MOY-SUPER
AUDI;Q5;Q5;Q5 2.0 TFSI (211ch) QUATTRO;M1GAUDVP0014376;8RXCDNCQ1QM6B2017R8R717MGEM1;ES;non;13;155;M 6;10,3;6,8;8,1;188;0,459;0,046;0,033;;0,001;1795;1795;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
AUDI;Q5;Q5;Q5 2.0 TDI (170ch) QUATTRO;M1GAUDVP0019381;8RXCGLBQ1QM6B2023R8R727MGEM1;GO;non;10;125;M 6;7,3;5,6;6,2;163;0,131;;0,14;0,16;0,001;1830;1830;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
AUDI;Q5;Q5;Q5 2.0 TDI (143ch) QUATTRO;M1GAUDVP001B383;8RXCJCAQ1QM6B2023R8R707MGEM1;GO;non;8;105;M 6;7,2;5,6;6,2;162;0,121;;0,122;0,141;0;1830;1830;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
AUDI;Q5;Q5;Q5 V6 3.2 FSI (270ch) QUATTRO S TRONIC;M1GAUDVP001N359;8RXCALBQ1QD7B5017R8R707MGEM0;ES;non;18;199;A 7;12,3;7,6;9,3;218;0,306;0,063;0,043;;0,001;1880;1880;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
AUDI;Q5;Q5;Q5 V6 3.0 TDI (240ch) QUATTRO S TRONIC;M1GAUDVP001P361;8RXCCWAQ1QD7B5016R8R727MGEM0;GO;non;15;176;A 7;9,2;6,6;7,5;199;0,071;;0,178;0,193;0;1955;1955;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
AUDI;Q5;Q5;Q5 2.0 TFSI (180ch) QUATTRO;M1GAUDVP001Y370;8RXCDNBQ1QM6B2017R8R707MGEM1;ES;non;11;132;M 6;10,3;6,8;8,1;188;0,459;0,046;0,033;;0,001;1795;1795;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
AUDI;Q7;Q7;Q7 V8 4.2 TDI (340ch) QUATTRO TIPTRONIC;M1GAUDVP0023180;4LXCCFCQ1QA8C8020R4L127MGEM1S7FL;GO;non;24;250;A 8;12;7,6;9,2;242;0,302;;0,167;0,205;0;2515;2515;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
AUDI;Q7;Q7;Q7 V6 3.0 TDI (204ch) QUATTRO TIPTRONIC;M1GAUDVP0024303;4LXCJGCQ1QA8C8022R4L217MGEM2S7FL;GO;non;13;150;A 8;8,6;6,7;7,4;195;0,28;;0,14;0,162;0,001;2375;2375;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
AUDI;Q7;Q7;Q7 V6 3.0 TDI (204ch) QUATTRO TIPTRONIC;M1GAUDVP0024303;4LXCJGCQ1QA8C8022R4L217MGEM2S7FL;GO;non;13;150;A 8;8,6;6,7;7,4;195;0,28;;0,139;0,161;0,001;2375;2375;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
AUDI;Q7;Q7;Q7 V6 3.0 TFSI (272ch) QUATTRO TIPTRONIC;M1GAUDVP0024375;4LXCJTCQ1QA8C8021R4L217MGEM0S7FL;ES;non;19;200;A 8;14,4;8,5;10,7;249;0,268;0,043;0,049;;0,002;2325;2325;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
AUDI;Q7;Q7;Q7 V6 3.0 TFSI (272ch) QUATTRO TIPTRONIC;M1GAUDVP0024375;4LXCJTCQ1QA8C8021R4L217MGEM0S7FL;ES;non;19;200;A 8;14,4;8,5;10,7;249;0,269;0,043;0,049;;0,002;2325;2325;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
AUDI;Q7;Q7;Q7 V6 3.0 TFSI (333ch) QUATTRO TIPTRONIC;M1GAUDVP0028343;4LXCJTBQ1QA8C8021R4L127MGEM0S7FL;ES;non;24;245;A 8;14,4;8,5;10,7;249;0,269;0,043;0,049;;0,002;2345;2345;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
AUDI;Q7;Q7;Q7 V6 3.0 TFSI (333ch) QUATTRO TIPTRONIC;M1GAUDVP0028343;4LXCJTBQ1QA8C8021R4L127MGEM0S7FL;ES;non;24;245;A 8;14,4;8,5;10,7;249;0,268;0,043;0,049;;0,002;2345;2345;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
AUDI;Q5;Q5;Q5 2.0 TDI (170ch) QUATTRO S TRONIC;M1GAUDVP003P650;8RXCGLBQ1QD7B5035R8R727MGEM0;GO;non;10;125;A 7;8,8;5,9;7;184;0,138;;0,053;0,073;0;1895;1895;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
AUDI;Q7;Q7;Q7 V6 3.0 TDI (245ch) QUATTRO TIPTRONIC;M1GAUDVP004B089;4LXCRCAQ1QA8C8022R4L217MGEM2S7FL;GO;non;15;180;A 8;8,6;6,7;7,4;195;0,28;;0,14;0,162;0,001;2375;2375;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;LUXE
